词语,词性种类,词义数,词义序号,情感分类,强度,极性,辅助情感分类,强度,极性,,
燕燕莺莺,idiom,1,1,PH,7,1,,,,,
扬葩振藻,idiom,1,1,PH,9,1,,,,,
夭桃穠李,idiom,2,1,PH,7,1,,,,,
冶叶倡条,idiom,1,1,PH,9,1,,,,,
逸韵高致,idiom,1,1,PH,9,1,,,,,
牢狱,noun,1,1,NC,5,2,,,,,
老脸,noun,2,2,NN,5,2,,,,,
乐园,noun,1,1,PE,9,1,,,,,
泪液,noun,1,1,NB,5,0,,,,,
冷不防,adj,1,1,PC,5,0,,,,,
离格儿,verb,1,1,NN,3,2,,,,,
立功赎罪,noun,1,1,PH,5,1,,,,,
长叹,verb,1,1,NJ,7,2,,,,,
倡议,verb,1,1,PH,5,1,,,,,
超度,verb,1,1,PF,5,1,,,,,
超支,verb,1,1,NE,5,2,,,,,
沉沧,verb,1,1,NE,5,2,,,,,
成亲,verb,1,1,PA,7,1,,,,,
惩治,verb,1,1,NA,7,2,,,,,
吃得来,adj,1,1,PE,5,1,,,,,
吃请,verb,1,1,PA,7,1,,,,,
赤霉病,noun,1,1,NC,7,2,,,,,
闹意见,verb,1,1,NN,5,2,,,,,
牛角尖,noun,1,1,NN,5,2,,,,,
恇怯不前,idiom,1,1,NC,7,2,,,,,
舌挢不下,idiom,1,1,NC,7,2,,,,,
畏敌如虎,idiom,1,1,NC,7,2,,,,,
迷恋骸骨,idiom,1,1,PB,8,2,,,,,
情天孽海,idiom,1,1,PB,7,1,,,,,
相依为命,idiom,1,1,PB,8,1,,,,,
偷寒送暖,idiom,1,1,PB,7,1,,,,,
狭路相逢,idiom,1,1,NA,8,2,,,,,
仇人相见，分外眼红,idiom,1,1,NA,8,2,,,,,
感慨系之,idiom,1,1,PD,7,1,,,,,
心烦技痒,idiom,1,1,PD,8,1,,,,,
丝思发怨,idiom,1,1,PD,8,1,,,,,
娓娓而谈,idiom,1,1,PH,8,1,,,,,
要而言之,idiom,1,1,PH,8,1,,,,,
唇焦舌敝,idiom,1,1,NE,8,2,,,,,
闭口无言,idiom,1,1,NB,7,0,,,,,
妇姑勃谿,idiom,1,1,ND,7,2,,,,,
好说歹说,idiom,1,1,PB,6,0,,,,,
药石之言,idiom,1,1,PH,7,1,,,,,
强作解人,idiom,1,1,NE,6,1,,,,,
喷有烦言,idiom,1,1,NE,7,1,,,,,
史弟阋于墙,idiom,1,1,NN,7,2,,,,,
倾肠倒肚,idiom,1,1,PG,7,1,,,,,
博土买驴,idiom,1,1,NN,6,2,,,,,
相提并论,idiom,1,1,NN,7,2,,,,,
吹大法螺,idiom,1,1,NN,8,2,,,,,
异端邪说,idiom,1,1,NN,7,2,,,,,
意在言外,idiom,1,1,NN,6,2,,,,,
安然举首,idiom,1,1,PH,7,1,,,,,
严以律己，宽以待人,idiom,1,1,PH,7,1,,,,,
心小志大,idiom,1,1,PH,8,1,,,,,
自食其力,idiom,1,1,PH,7,1,,,,,
不避斧铽,idiom,1,1,PH,6,1,,,,,
寒花晚节,idiom,1,1,PH,8,1,,,,,
俭可养廉,idiom,1,1,PH,6,1,,,,,
天人共鉴,idiom,1,1,PG,6,1,,,,,
笔扫千军,idiom,1,1,PH,5,1,,,,,
避面尹邢,idiom,1,1,NK,5,0,,,,,
辨如悬河,idiom,1,1,PH,5,1,,,,,
膘肥体壮,idiom,1,1,PH,5,1,,,,,
别树一旗,idiom,1,1,PH,5,1,,,,,
冰魂素魄,idiom,1,1,PH,5,1,,,,,
兵藏武库，马入华山,idiom,1,1,PE,5,1,,,,,
拨草瞻风,idiom,1,1,PH,5,1,,,,,
伯乐一顾,idiom,1,1,PA,5,1,,,,,
擘两分星,idiom,1,1,PH,5,1,,,,,
不打自招,idiom,2,2,NN,5,0,,,,,
不自满假,idiom,1,1,PH,5,1,,,,,
不易之论,idiom,1,1,PH,5,1,,,,,
不知痛痒,idiom,1,1,NN,5,2,,,,,
不值一笑,idiom,1,1,NN,5,2,,,,,
不偏不党,idiom,1,1,PH,5,1,,,,,
不测之罪,idiom,1,1,ND,5,2,,,,,
不蔓不支,idiom,1,1,PH,5,1,,,,,
不学无识,idiom,1,1,NN,5,2,,,,,
不磷不缁,idiom,1,1,PH,5,1,,,,,
不识泰山,idiom,1,1,NN,5,2,,,,,
步步生莲华,idiom,1,1,PH,5,1,,,,,
材大难用,idiom,1,1,NJ,5,0,,,,,
材薄质衰,idiom,1,1,PD,5,0,,,,,
残花败柳,idiom,1,1,NJ,5,0,,,,,
操戈同室,idiom,1,1,ND,5,2,,,,,
插科打诨,idiom,1,1,PA,5,0,,,,,
禅世雕龙,idiom,1,1,PH,5,1,,,,,
长才短驭,idiom,1,1,NJ,5,0,,,,,
长念卻虑,idiom,1,1,PF,5,0,,,,,
黯然,adj,1,1,NB,5,2,,,,,
巴儿狗,noun,2,2,NN,3,2,,,,,
罢工,verb,1,1,NE,5,0,,,,,
罢职,verb,1,1,ND,5,2,,,,,
摆样子,verb,1,1,NN,5,2,,,,,
拜辞,verb,1,1,PF,5,1,,,,,
拜堂,verb,1,1,PA,5,1,,,,,
半吊子,nw,1,1,NN,5,2,,,,,
帮倒忙,verb,1,1,NN,5,2,,,,,
棒儿香,nw,1,1,PB,5,1,,,,,
包赔,verb,1,1,NH,5,0,,,,,
彩风随鸦,idiom,1,1,NJ,5,2,,,,,
文君新醮,idiom,1,1,PH,3,1,,,,,
带牛佩犊,idiom,1,1,PE,5,1,,,,,
单鹄寡凫,idiom,1,1,NB,3,2,,,,,
雨淋日炙,idiom,1,1,NE,5,2,,,,,
云程发轫,idiom,1,1,PH,5,1,,,,,
玉楼赴召,idiom,1,1,NB,5,2,,,,,
优患余生,idiom,1,1,NB,5,2,,,,,
艰难竭蹶,idiom,1,1,NE,5,2,,,,,
衣食不周,idiom,1,1,NE,5,2,,,,,
粟红贯朽,idiom,1,1,PE,3,1,,,,,
红颜薄命,idiom,1,1,NJ,5,2,,,,,
虱处裈中,idiom,1,1,NN,5,2,,,,,
茫然,adj,1,1,NI,3,2,,,,,
美人,noun,1,1,PH,5,1,,,,,
糜费,verb,1,1,NN,3,2,,,,,
够瞧的,adj,1,1,NC,5,0,,,,,
扁平足,noun,1,1,ND,3,2,,,,,
便于,adj,1,1,PA,3,1,,,,,
变色,adj,1,1,NA,3,2,,,,,
变种,noun,1,1,ND,3,2,,,,,
辩难,verb,1,1,NK,5,2,,,,,
瘭疽,noun,1,1,NB,5,2,,,,,
别是,verb,1,1,NL,5,2,,,,,
摈斥,verb,1,1,ND,5,2,,,,,
冰窖,noun,1,1,NC,3,2,,,,,
兵乱,noun,1,1,NC,7,2,,,,,
并重,adj,1,1,PG,5,1,,,,,
病笃,adj,1,1,NB,7,2,,,,,
病粒,noun,1,1,NC,5,2,,,,,
病原体,noun,1,1,NC,7,2,,,,,
波涛,noun,1,1,NC,3,2,,,,,
驳倒,verb,1,1,PG,7,1,,,,,
薄命,noun,1,1,NB,7,2,,,,,
补正,verb,1,1,NH,7,2,,,,,
不得已,verb,1,1,NE,7,2,,,,,
不患,verb,1,1,PG,5,1,,,,,
不快,adj,2,2,ND,5,2,,,,,
不平等条约,noun,1,1,NN,7,2,,,,,
不是,verb,1,1,NL,5,2,,,,,
不稳平衡,adj,1,1,NL,5,2,,,,,
不旋踵,adj,1,1,NI,5,2,,,,,
风行电掣,idiom,1,1,PH,7,1,,,,,
风兵草甲,idiom,1,1,NC,7,0,,,,,
风雨飘飖,idiom,1,1,ND,5,0,,,,,
逢机立断,idiom,1,1,PH,5,1,,,,,
凤表龙姿,idiom,1,1,PH,9,1,,,,,
凤翥鸾回,idiom,1,1,PH,9,1,,,,,
凤仪兽舞,idiom,1,1,PD,9,1,,,,,
奉如神明,idiom,1,1,PD,9,1,,,,,
否往泰来,idiom,1,1,PA,5,1,,,,,
肤粟股栗,idiom,1,1,NC,9,2,,,,,
扶老携幼,idiom,1,1,PH,7,1,,,,,
浮石沉木,idiom,1,1,NN,5,2,,,,,
浮云蔽日,idiom,1,1,ND,9,2,,,,,
抚今追昔,idiom,1,1,PF,7,0,,,,,
拊心泣血,idiom,1,1,NB,9,0,,,,,
俛拾地芥,idiom,1,1,PC,9,0,,,,,
负土成坟,idiom,1,1,PH,9,1,,,,,
负屈衔冤,idiom,1,1,NA,7,0,,,,,
负德孤恩,idiom,1,1,ND,9,2,,,,,
附肤落毛,idiom,1,1,NN,7,2,,,,,
富国强民,idiom,1,1,PE,9,1,,,,,
腹有鳞甲,idiom,1,1,NN,5,2,,,,,
改行自新,idiom,1,1,PH,7,1,,,,,
干名采誉,idiom,1,1,NN,5,2,,,,,
乾脆利落,idiom,1,1,PH,5,1,,,,,
甘棠遗爱,idiom,1,1,PH,7,1,,,,,
肝胆涂地,idiom,2,2,PH,7,1,,,,,
感今怀昔,idiom,1,1,PF,7,1,,,,,
高人逸士,idiom,1,1,PD,7,1,,,,,
高自位置,idiom,1,1,NL,5,1,,,,,
高见远识,idiom,1,1,PH,7,1,,,,,
高官厚禄,idiom,1,1,PA,7,1,,,,,
高情逸兴,idiom,1,1,PH,9,1,,,,,
高义薄云天,idiom,2,2,PH,9,1,,,,,
膏脣岐舌,idiom,1,1,NN,7,2,,,,,
歌声绕梁,idiom,1,1,PH,7,1,,,,,
革面革心,idiom,1,1,PH,7,1,,,,,
革旧图新,idiom,1,1,PH,7,1,,,,,
格高意远,idiom,1,1,PH,9,1,,,,,
各人自扫门前雪，莫管他家瓦上霜,idiom,1,1,NN,5,2,,,,,
更进一竿,idiom,1,1,PH,9,1,,,,,
公平无私,idiom,1,1,PH,7,1,,,,,
公买公卖,idiom,1,1,PH,5,1,,,,,
攻其一点，不及其馀,idiom,1,1,NN,5,2,,,,,
躬冒矢石,idiom,1,1,PH,9,1,,,,,
共挽鹿车,idiom,1,1,PH,7,1,,,,,
狗血淋头,idiom,1,1,NA,9,0,,,,,
狗拿耗子,idiom,1,1,NN,7,2,,,,,
狗头鼠脑,idiom,1,1,NN,7,2,,,,,
沽名干誉,idiom,1,1,NN,7,2,,,,,
献丑,verb,1,1,PD,5,0,,,,,
献疑,verb,1,1,NL,5,0,,,,,
相好,noun,4,1,PB,5,1,,,,,
详明,adj,1,1,PH,1,0,,,,,
响马,noun,1,1,ND,5,2,,,,,
向日,noun,1,1,PF,1,0,,,,,
宵小,noun,1,1,ND,5,2,,,,,
消受,verb,2,1,PA,3,0,,,,,
淆杂,adj,1,1,NN,1,0,,,,,
小人,noun,2,2,ND,5,2,,,,,
效力,verb,2,1,PD,1,0,,,,,
笑谈,noun,2,2,PA,5,0,,,,,
斜楞,verb,1,1,ND,3,2,,,,,
烧伤,noun,1,1,NB,3,2,,,,,
舍间,noun,1,1,PD,3,1,,,,,
申饬,verb,2,2,NN,5,1,,,,,
身故,noun,1,1,NB,7,2,,,,,
深入,noun,1,1,PH,1,1,,,,,
神人,noun,1,1,PH,5,1,,,,,
神异,noun,1,1,PH,5,1,,,,,
升迁,verb,1,1,PA,3,1,,,,,
生气,adj,2,2,NE,5,2,,,,,
声誉,noun,1,1,PH,5,1,,,,,
盛服,noun,1,1,PH,5,1,,,,,
失禁,noun,1,1,NE,5,2,,,,,
失明,noun,1,1,NB,5,2,,,,,
失时,noun,1,1,NE,3,2,,,,,
失言,noun,1,1,NN,5,2,,,,,
破案,noun,1,1,PK,5,0,,,,,
破涕,adj,1,1,PA,3,0,,,,,
仆仆,adj,1,1,PK,5,0,,,,,
铺垫,noun,2,2,PK,5,0,,,,,
朴茂,adj,1,1,PH,5,1,,,,,
凄厉,adj,1,1,NC,7,0,,,,,
蹊跷,adj,1,1,PC,7,0,,,,,
其实,adj,1,1,PK,5,0,,,,,
奇勋,noun,1,1,PH,9,1,,,,,
旗手,noun,1,1,PD,7,1,,,,,
岂非,adj,1,1,NL,7,0,,,,,
起开,noun,1,1,PK,7,0,,,,,
起义,noun,1,1,PK,7,0,,,,,
气味,noun,2,2,ND,5,2,,,,,
弃绝,noun,1,1,PK,7,0,,,,,
器识,noun,1,1,PK,5,1,,,,,
千里眼,adj,1,1,PH,9,1,,,,,
牵制,verb,1,1,PK,7,0,,,,,
前列,noun,1,1,PK,5,0,,,,,
乾坤,noun,1,1,PK,7,0,,,,,
面色如土,idiom,1,1,NC,5,0,,,,,
面是背非,idiom,1,1,NN,5,2,,,,,
妙绝时人,idiom,1,1,PH,5,1,,,,,
民康物阜,idiom,1,1,PE,9,1,,,,,
名公钜人,idiom,1,1,PH,6,1,,,,,
明人不做暗事,idiom,1,1,PH,6,1,,,,,
明火执械,idiom,1,1,NN,7,2,,,,,
鸣雁直木,idiom,1,1,PH,5,1,,,,,
谬妄无稽,idiom,1,1,NN,5,2,,,,,
磨礲淬励,idiom,1,1,PH,6,0,,,,,
目不见睫,idiom,1,1,NI,7,2,,,,,
目指气使,idiom,1,1,NN,7,2,,,,,
目无馀子,idiom,1,1,NN,5,2,,,,,
目瞪口僵,idiom,1,1,PC,5,0,,,,,
暮翠朝红,idiom,1,1,NN,5,2,,,,,
南郭处士,idiom,1,1,NN,6,2,,,,,
能上能下,idiom,1,1,PH,5,1,,,,,
能写会算,idiom,1,1,PH,5,1,,,,,
你追我趕,idiom,1,1,PH,5,1,,,,,
黏皮带骨,idiom,1,1,NN,5,2,,,,,
鸟惊鱼骇,idiom,1,1,NC,7,2,,,,,
凝脂点漆,idiom,1,1,PH,5,1,,,,,
弄眉挤眼,idiom,1,1,NN,5,2,,,,,
怕死贪生,idiom,1,1,NN,5,2,,,,,
槃木朽株,idiom,1,1,NN,6,2,,,,,
朋比作奸,idiom,1,1,NN,7,2,,,,,
写意,noun,2,2,PE,5,1,,,,,
谢词,noun,1,1,PD,7,1,,,,,
谢孝,noun,1,1,PD,5,0,,,,,
心潮,noun,1,1,NE,5,0,,,,,
心盛,noun,1,1,PB,9,0,,,,,
新陈代谢,idiom,2,2,PG,5,1,,,,,
新年,noun,1,1,PA,5,0,,,,,
信念,noun,1,1,PG,5,1,,,,,
兴头儿上,noun,1,1,PA,5,0,,,,,
行径,noun,1,1,ND,5,2,,,,,
幸甚,noun,1,1,PA,7,0,,,,,
虚礼,noun,1,1,ND,5,0,,,,,
絮语,noun,1,1,NE,5,2,,,,,
浸沉,verb,1,1,PB,9,0,,,,,
精神病,noun,1,1,NN,3,2,,,,,
正面人物,idiom,1,1,PH,7,1,,,,,
半截入土,idiom,1,1,NB,5,0,,,,,
国色天姿,idiom,1,1,PH,7,1,,,,,
驿寄梅花,idiom,1,1,PF,5,1,,,,,
意气用事,idiom,1,1,NN,5,2,,,,,
因陋就寡,idiom,1,1,NN,5,2,,,,,
殷浩书空,idiom,1,1,PC,5,0,,,,,
淫言狎语,idiom,1,1,ND,5,2,,,,,
托病,verb,1,1,NN,5,2,,,,,
拖欠,verb,1,1,NN,5,2,,,,,
挖墙脚,noun,1,1,ND,5,2,,,,,
顽健,adj,1,1,PH,5,1,,,,,
王道,noun,1,1,PH,5,1,,,,,
违拗,verb,1,1,NN,5,2,,,,,
各不相谋,idiom,1,1,NN,5,2,,,,,
焚林而猎,idiom,1,1,NA,7,2,,,,,
亲痛仇快,idiom,1,1,NB,7,2,,,,,
如堕五里雾中,idiom,1,1,NB,3,2,,,,,
错认颜标,idiom,1,1,NN,5,2,,,,,
一物不知,idiom,1,1,NN,3,2,,,,,
瓮天之见,idiom,1,1,NN,7,2,,,,,
东扶西例,idiom,1,1,NN,5,2,,,,,
姑妄听之,idiom,1,1,NN,5,2,,,,,
长夜之饮,idiom,1,1,PH,3,1,,,,,
拳打脚踢,idiom,1,1,NA,7,2,,,,,
相机行事,idiom,1,1,PH,5,1,,,,,
因风吹火,idiom,1,1,PH,5,1,,,,,
租心浮气,idiom,1,1,NN,3,2,,,,,
一推六二五,idiom,1,1,NN,5,2,,,,,
成竹在胸,idiom,1,1,PH,5,1,,,,,
中立不倚,idiom,1,1,PH,5,1,,,,,
一朝权在手，便把令来行,idiom,1,1,NN,5,2,,,,,
举一废百,idiom,1,1,NN,5,2,,,,,
日中必熭,idiom,1,1,NN,5,2,,,,,
食之无味，弃之可惜,idiom,1,1,NN,5,2,,,,,
献可替否,idiom,1,1,PH,3,1,,,,,
袭人故智,idiom,1,1,NN,5,2,,,,,
依流平进,idiom,1,1,NN,5,2,,,,,
勇而无谋,idiom,1,1,NN,5,2,,,,,
地主之谊,idiom,1,1,PB,5,1,,,,,
冷谈,idiom,1,1,NN,5,2,,,,,
束之高阁,idiom,1,1,NN,3,2,,,,,
想望风采,idiom,1,1,PF,5,1,,,,,
傲一天和尚撞一天钟,idiom,1,1,NN,5,2,,,,,
不值一顾,idiom,1,1,NN,5,2,,,,,
自信不疑,idiom,1,1,PH,5,1,,,,,
委屈求全,idiom,1,1,NN,5,2,,,,,
依附,idiom,1,1,NN,5,2,,,,,
不通水火,idiom,1,1,NN,5,2,,,,,
笔下超生,idiom,1,1,PH,5,1,,,,,
不劣方头,idiom,1,1,NN,5,2,,,,,
抓尖要强,idiom,1,1,PH,5,1,,,,,
滔滔,adj,2,1,PB,5,1,,,,,
逃匿,verb,1,1,NI,5,2,,,,,
淘神,verb,1,1,NE,3,2,,,,,
特产,noun,1,1,PB,3,1,,,,,
天才论,noun,1,1,ND,3,2,,,,,
天堂,noun,1,1,PE,9,1,,,,,
天子,noun,1,1,PD,7,1,,,,,
挑眼,verb,1,1,NA,3,2,,,,,
炽燥,noun,1,1,NE,5,2,,,,,
吹大气,adj,1,1,NN,7,2,,,,,
摧枯拉腐,idiom,1,1,PH,7,1,,,,,
存十一於千百,idiom,1,1,NB,5,2,,,,,
寸长尺短,idiom,1,1,NN,5,2,,,,,
打拱作揖,idiom,1,1,PD,5,1,,,,,
大好河山,idiom,1,1,PB,5,1,,,,,
大逆无道,idiom,1,1,ND,7,2,,,,,
大笔如椽,idiom,1,1,PH,7,1,,,,,
大兴土木,idiom,1,1,NN,5,2,,,,,
带水拖泥,idiom,1,1,NN,5,2,,,,,
戴天蹐地,idiom,1,1,PH,5,1,,,,,
戴圆履方,idiom,1,1,PH,5,1,,,,,
单刀赴会,idiom,1,1,PH,5,1,,,,,
躭惊受怕,idiom,1,1,NC,5,0,,,,,
胆大心小,idiom,1,1,PH,5,1,,,,,
胆丧魂消,idiom,1,1,NC,9,2,,,,,
诞妄不经,idiom,1,1,NN,5,2,,,,,
弹冠结绶,idiom,1,1,PH,5,1,,,,,
刀俎馀生,idiom,1,1,NC,7,0,,,,,
倒因为果,idiom,1,1,NN,5,2,,,,,
蹈仁履义,idiom,1,1,PH,5,1,,,,,
道西说东,idiom,1,1,NN,5,2,,,,,
道骨仙风,idiom,1,1,PH,5,1,,,,,
道貌凛然,idiom,1,1,PD,5,1,,,,,
道头知尾,idiom,1,1,PH,5,1,,,,,
得手应心,idiom,1,1,PH,5,1,,,,,
德薄能鲜,idiom,1,1,NG,5,0,,,,,
低心下意,idiom,1,1,PH,5,0,,,,,
砥节厉行,idiom,1,1,PH,5,1,,,,,
地老天荒,idiom,1,1,PA,7,1,,,,,
雕心鹰爪,idiom,1,1,ND,7,2,,,,,
彫虫小技,idiom,1,1,NN,5,2,,,,,
雕虫薄技,idiom,1,1,NN,5,2,,,,,
调脣弄舌,idiom,2,2,NN,5,2,,,,,
跌脚捶胸,idiom,1,1,NB,5,2,,,,,
鲽离鹣背,idiom,1,1,NB,5,2,,,,,
丢盔抛甲,idiom,1,1,NJ,5,2,,,,,
东央西告,idiom,1,1,PK,5,0,,,,,
东南之秀,idiom,1,1,PH,5,1,,,,,
东窗事犯,idiom,1,1,NJ,5,2,,,,,
花样,noun,2,2,NN,5,2,,,,,
坏处,noun,1,1,ND,3,2,,,,,
黄毛丫头,noun,1,1,NN,1,2,,,,,
恍然,adj,1,1,PC,1,0,,,,,
回头,verb,2,2,NH,5,1,,,,,
鹘突,adj,1,1,NN,6,2,,,,,
鼓掌,verb,1,1,PH,5,0,,,,,
光荣,adj,2,1,PH,7,1,,,,,
刺激性毒剂,noun,1,1,ND,7,2,,,,,
从军,verb,1,1,PD,7,1,,,,,
粗腿病,adj,1,1,ND,7,2,,,,,
错觉,noun,1,1,NN,3,0,,,,,
打气,verb,1,1,PG,5,1,,,,,
大国主义,noun,1,1,NN,5,2,,,,,
震慑,noun,1,1,NC,9,0,,,,,
莺俦燕侣,idiom,1,1,PH,5,1,,,,,
至圣至明,idiom,1,1,PH,5,1,,,,,
绝代佳人,idiom,1,1,PH,7,1,,,,,
倾城倾国,idiom,1,1,PH,9,1,,,,,
秀外愿中,idiom,1,1,PH,7,1,,,,,
正品,noun,1,1,PH,5,1,,,,,
直溜,adj,1,1,PH,7,1,,,,,
衷心,noun,1,1,PG,7,1,,,,,
哄堂大笑,idiom,1,1,PA,7,1,,,,,
嫣然一笑,idiom,1,1,PA,7,1,,,,,
目光如豆,idiom,1,1,NN,7,2,,,,,
视而不见，听而不闻,idiom,1,1,NN,9,2,,,,,
豆重榆瞑,idiom,1,1,NN,7,2,,,,,
精疲力竭,idiom,1,1,NA,7,2,,,,,
春露秋霜,idiom,1,1,PF,7,2,,,,,
只鸡絮酒,idiom,1,1,PF,7,2,,,,,
白日做梦,idiom,1,1,NN,7,2,,,,,
百辞莫辩,idiom,1,1,NB,7,2,,,,,
郁郁寡欢,idiom,1,1,NB,7,2,,,,,
大惑不解,idiom,1,1,NB,7,2,,,,,
归心如箭,idiom,1,1,PF,7,2,,,,,
一锹掘个井,idiom,1,1,NN,7,2,,,,,
靦颜人世,idiom,1,1,NH,7,2,,,,,
少壮不努力，老大徒伤悲,idiom,1,1,NH,9,2,,,,,
内视反听,idiom,1,1,NB,7,2,,,,,
何去何从,idiom,1,1,NB,7,2,,,,,
乘兴而来,idiom,1,1,NJ,7,2,,,,,
惊喜若狂,idiom,1,1,PA,9,1,,,,,
笑容可掬,idiom,1,1,PA,9,1,,,,,
求仁得仁,idiom,1,1,PE,7,1,,,,,
痫入骨髓,idiom,1,1,NB,9,2,,,,,
宝书,noun,1,1,PB,7,1,,,,,
报应,noun,1,1,NH,7,2,,,,,
暴洪,noun,1,1,NC,7,2,,,,,
悲观主义,noun,1,1,NB,7,2,,,,,
背约,verb,1,1,ND,5,2,,,,,
奔头儿,noun,1,1,PE,5,1,,,,,
崩落,verb,1,1,NC,5,2,,,,,
匕首,noun,1,1,NC,5,2,,,,,
必定,adj,1,1,PG,9,1,,,,,
毙命,verb,1,1,ND,5,2,,,,,
边式,adj,1,1,PB,7,1,,,,,
贬谪,verb,1,1,NB,7,2,,,,,
悟道,verb,1,1,PH,1,0,,,,,
奚幸,noun,1,1,NE,5,0,,,,,
翕然,adj,1,1,PH,3,0,,,,,
洗练,adj,1,1,PH,3,0,,,,,
喜联,noun,1,1,PA,3,0,,,,,
戏谑,verb,1,1,PA,3,0,,,,,
瞎炮,noun,1,1,NN,1,0,,,,,
下凡,verb,1,1,PH,3,0,,,,,
下药,verb,2,2,ND,5,2,,,,,
先人,noun,1,1,PD,1,0,,,,,
鲜红,adj,1,1,PH,3,0,,,,,
闲逛,verb,1,1,ND,1,0,,,,,
闲习,adj,1,1,PH,5,0,,,,,
显摆,verb,1,1,ND,3,2,,,,,
显证,verb,1,1,PG,3,0,,,,,
险些,adj,1,1,NC,1,0,,,,,
现形,verb,1,1,ND,3,2,,,,,
弱冠,noun,1,1,PH,3,1,,,,,
洒扫,verb,1,1,PH,3,1,,,,,
散闷,verb,1,1,PA,1,1,,,,,
丧偶,noun,1,1,NB,7,2,,,,,
扫墓,verb,1,1,ND,5,2,,,,,
森然,adj,2,2,NC,7,2,,,,,
傻乐,adj,1,1,PA,3,1,,,,,
潸然,adj,1,1,NB,3,2,,,,,
善举,noun,1,1,PH,5,1,,,,,
伤兵,noun,1,1,NB,3,2,,,,,
伤员,noun,1,1,NB,3,2,,,,,
赏赐,verb,1,1,PH,5,1,,,,,
上报,verb,1,1,PD,3,1,,,,,
上坟,noun,1,1,NB,5,1,,,,,
上人,noun,2,1,PD,3,1,,,,,
紧急集合,noun,1,1,NI,9,0,,,,,
惊动,verb,1,1,PC,7,0,,,,,
局促,adj,3,3,NI,7,0,,,,,
干将,noun,1,1,PH,8,1,,,,,
冀望,adj,1,1,PG,5,1,,,,,
恝置,verb,1,1,PE,3,0,,,,,
嫁祸,verb,1,1,NN,5,2,,,,,
贱人,noun,1,1,NN,5,2,,,,,
批风抹月,idiom,1,1,PE,1,1,,,,,
披裘负薪,idiom,1,1,PH,3,1,,,,,
偏乡僻壤,idiom,1,1,NN,5,2,,,,,
飘茵堕溷,idiom,1,1,NJ,3,2,,,,,
贫嘴恶舌,idiom,1,1,ND,5,2,,,,,
破玩意兒,idiom,1,1,NN,3,2,,,,,
破脑刳心,idiom,1,1,PH,5,1,,,,,
剖毫析芒,idiom,1,1,PH,5,0,,,,,
七步成章,idiom,1,1,PH,3,1,,,,,
妻梅子鹤,idiom,1,1,PH,3,1,,,,,
奇谈怪论,idiom,1,1,NN,3,2,,,,,
骑扬州鹤,idiom,1,1,NN,5,2,,,,,
骑驴吟灞上,idiom,1,1,PH,5,1,,,,,
棋输先著,idiom,1,1,NJ,3,2,,,,,
杞国之忧,idiom,1,1,PF,5,2,,,,,
气壮河山,idiom,1,1,PH,7,1,,,,,
气谊相投,idiom,1,1,PB,5,1,,,,,
弃好背盟,idiom,1,1,NN,5,2,,,,,
弃伪从真,idiom,1,1,PH,3,1,,,,,
洽闻强记,idiom,1,1,PH,7,1,,,,,
千古绝调,idiom,1,1,PH,9,1,,,,,
千里姻缘使线牵,idiom,1,1,PB,5,0,,,,,
千金一刻,idiom,1,1,PB,9,1,,,,,
千秋人物,idiom,1,1,PD,9,1,,,,,
千载一弹,idiom,1,1,PE,9,1,,,,,
千头万绪,idiom,1,1,PF,9,0,,,,,
迁善远罪,idiom,1,1,PH,7,1,,,,,
谦躬下士,idiom,1,1,PD,9,1,,,,,
前言往行,idiom,1,1,PD,7,0,,,,,
钱可通神,idiom,1,1,NN,9,2,,,,,
潜精积思,idiom,1,1,PH,9,1,,,,,
名节,noun,1,1,PH,7,1,,,,,
名手,noun,1,1,PH,7,1,,,,,
磨砺,verb,1,1,PH,5,1,,,,,
默祷,verb,1,1,PG,5,1,,,,,
纳降,verb,1,1,PH,5,1,,,,,
猗猗,adj,1,1,PB,3,1,,,,,
遗毒,noun,1,1,ND,7,2,,,,,
义师,noun,1,1,PH,5,1,,,,,
艺术家,noun,1,1,PD,3,1,,,,,
因果报应,noun,1,1,ND,5,0,,,,,
应卯,verb,1,1,NN,5,2,,,,,
裕如,adj,1,1,PA,7,1,,,,,
元老,noun,1,1,PH,7,1,,,,,
圆场,verb,2,2,PH,5,1,,,,,
援助,verb,1,1,PH,7,1,,,,,
愿望,noun,1,1,PA,5,1,,,,,
岳家,noun,1,1,PD,7,1,,,,,
允洽,verb,1,1,PA,5,1,,,,,
晕池,verb,1,1,NI,5,2,,,,,
灾患,noun,1,1,NB,9,2,,,,,
赞歌,noun,1,1,PH,7,1,,,,,
糟害,verb,1,1,NA,7,2,,,,,
增长,verb,1,1,PA,7,1,,,,,
憎称,noun,1,1,ND,7,2,,,,,
腹背受敌,idiom,1,1,NC,7,2,,,,,
生死存亡,idiom,1,1,NC,9,2,,,,,
覆巢无完卵,idiom,1,1,NC,7,2,,,,,
水火兵虫,idiom,1,1,NC,7,2,,,,,
活龙活现,idiom,1,1,PB,9,1,,,,,
龟毛兔角,idiom,1,1,NN,7,2,,,,,
智者千虑，必有一失 ,idiom,1,1,PG,7,1,,,,,
多行不义必自毙,idiom,1,1,PG,7,1,,,,,
生死骨肉,idiom,1,1,PH,7,1,,,,,
奔走呼号,idiom,1,1,NB,5,2,,,,,
交口称誉　,idiom,1,1,PH,7,1,,,,,
人地生疏　,idiom,1,1,NB,5,2,,,,,
